user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,text,date,hashtags,source,is_retweet
🌻🇨🇦 Merlin 🇨🇦 🌻Wear an N95 #COVIDisAirborne,Canada,I am a Maritimer & Albertan but I am a Canadian First. I do not need an effing Sovereignty Act.  I have worn an N95 since Feb 2020. #MaskTheKRAKEN,11/28/2012 23:48,12128,9102,277931,FALSE,"New Brunswick reports 9 COVID-19 deaths, confirms 1st cases of new Omicron subvariant XBB.1.5
They would have you b… https://t.co/gBN2ZcAzz1",1/10/2023 23:07,,Twitter for Android,FALSE
San Francisco Chronicle,"San Francisco, CA",Delivering the Bay Area’s best journalism every day. Subscribe and support the newsroom: https://t.co/p8tnyqwzKs,3/10/2010 0:44,296639,443,3329,TRUE,"COVID-19 hospitalizations on the East Coast have reached 11-month highs, fueled by the XBB.1.5 omicron subvariant,… https://t.co/itw9hOydkP",1/10/2023 22:56,,SocialFlow,FALSE
Max Powers,"Sea Isle City, NJ","OV1 -25. I’m an Octogenarian, I want dRUMPf 4 PRISON; Pop-Pop to 12, Dad to 5; BLM, LGBTQ,, SCIENCE IS REAL! Followed by BDD, @Ironhorse76. BLOCK TROLLS,MAGA",8/31/2018 19:14,10930,11828,1720,FALSE,"Europe sees small but growing presence of COVID XBB.1.5 subvariant | CIDRAP
That this variant is detected in Europe… https://t.co/ZMbuYhW4Nm",1/10/2023 22:46,,Twitter for iPhone,FALSE
WebMD,USA,WebMD and our medical team bring you the most trustworthy and timely health news and information.,3/23/2009 1:43,3120405,413,4827,TRUE,Americans 65 and older are dying at disproportionately higher rates from COVID-19. Add to this the yet-to-be-fully… https://t.co/Cx3DfYYM6z,1/10/2023 22:30,,Sprinklr Publishing,FALSE
Gurdeep Parhar,"British Columbia, Canada","Clinical Professor...HealthEquity&SocialJustice
Pacific Coast Recovery Care & Adult ADHD
Enhancing: Education, Research & Clinical Care",3/21/2016 13:55,66732,48,4960,FALSE,B.C. officials report 5 cases of new COVID-19 subvariant that's spreading rapidly in U.S.  https://t.co/S5v3Sl11yg,1/10/2023 21:57,,BHIVE Nectar,FALSE
SuperTalk News,"Mississippi, USA",SuperTalk News is a multimedia news network airing hourly reports on more than 45 radio stations around the state of Mississippi.,6/1/2012 14:01,11285,578,1248,FALSE,"COVID-19 omicron subvariant XBB 1.5 emerging as dominant strain in U.S. 
https://t.co/TT3JdR9VJX",1/10/2023 21:15,,Buffer,FALSE
CIDRAP,"Minneapolis, MN",the Center for Infectious Disease Research and Policy at the University of Minnesota,4/29/2009 16:56,36004,327,1449,TRUE,"Europe sees small but growing presence of #COVID XBB.1.5 subvariant

In other developments, the WHO has more talks… https://t.co/F25LacqOzc",1/10/2023 21:00,['COVID'],Hootsuite Inc.,FALSE
The Foster Jones Group,Washington D.C.,The premier digital #marketing corporation for #urban #digital #entrepreneurs. Building smart urban networks.,6/2/2014 2:13,99,257,8,FALSE,Americans 65 and older are dying at disproportionately higher rates from COVID-19. Add to this the yet-to-be-fully… https://t.co/O332VMf4e9,1/10/2023 20:25,,Zuitte Apps,FALSE
Sofia Rita Belmonte,Canberra,(CCCD) - (CBL-C-B12) Patient HRS Pioneer of Proven Combined Cobalamin C (MMA with HCU) Metabolic IEM Genetic  Defect. E Activist.,12/11/2015 23:31,616,3818,21175,FALSE,BE AWARE https://t.co/SsXmfVlnfw,1/10/2023 20:24,,Twitter Web App,FALSE
Antonin,,Every breath I take without your permission raises my self estime. ☃☃☃☃☃☃☃,10/17/2020 15:14,12,53,1072,FALSE,"New Brunswick reports 9 COVID-19 deaths, confirms 1st cases of new Omicron subvariant XBB.1.5 https://t.co/QjUQHzxIji",1/10/2023 20:04,,TotoB12,FALSE
San Francisco Chronicle,"San Francisco, CA",Delivering the Bay Area’s best journalism every day. Subscribe and support the newsroom: https://t.co/p8tnyqwzKs,3/10/2010 0:44,296639,443,3329,TRUE,Travelers are strongly encouraged to wear masks on international flights to help slow the spread of the highly cont… https://t.co/kAJhnvImOG,1/10/2023 19:50,,SocialFlow,FALSE
Radio India,,"Radio India, Vancouver's largest South Asian radio station, join us at https://t.co/YpfXp6oQLa",6/25/2012 22:20,227,20,7,FALSE,#Countries should consider recommending #passengers #wear #masks on long-haul #flights to #counter the latest… https://t.co/fdJfGcxMuf,1/10/2023 18:21,"['Countries', 'passengers', 'wear', 'masks', 'flights', 'counter']",Twitter Web App,FALSE
CBC News Edits,,,3/25/2022 18:41,160,14,12,FALSE,CBC News Changed the Headline: [New Brunswick confirms 1st cases of new COVID-19 Omicron subvariant XBB.1.5]- to -… https://t.co/4n6kIAB40a,1/10/2023 18:01,,CBCedit,FALSE
"B N Sullivan, PhD","Colorado, USA","Useful health, medical, and behavioral science news curated from reliable sources. Note: Focusing on #COVID19 for the duration of the pandemic. #LongCovid #FBLC",4/25/2009 5:37,2502,1879,4526,FALSE,"Here's what you need to know about the omicron subvariant XBB.1.5, which is causing an increasing number of COVID-1… https://t.co/oHje3FnckJ",1/10/2023 17:58,,Twitter Web App,FALSE
Khaleej Times,United Arab Emirates,"The official Twitter feed of Khaleej Times, the UAE's first and leading English daily
https://t.co/bKx3o3oPhX",1/11/2009 7:56,970224,1237,30,TRUE,XBB.1.5 — the most transmissible Omicron subvariant detected so far — accounted for 27.6 per cent of coronavirus ca… https://t.co/pWUWssd6W1,1/10/2023 17:34,,Twitter Web App,FALSE
Tony MacIntyre 🎙🎧😷,"Halifax, NS Canada","Cape Bretoner, residing in  Halifax, NS since '85. Coffee Achiever. Former media personality. But that was years ago. Here we are now.",3/31/2009 18:06,1060,1248,17660,FALSE,"New Brunswick confirms 1st cases of new COVID-19 Omicron subvariant XBB.1.5.

2 cases of highly transmissible varia… https://t.co/5RGhQM3KIg",1/10/2023 17:31,,Twitter for Android,FALSE
CBC News Edits,,,3/25/2022 18:41,160,14,12,FALSE,"CBC News Changed the Headline: [Horizon and Vitalité report 119 COVID-19 patients in hospital, 8 in ICU]- to - [New… https://t.co/dx0Uz1jdSR",1/10/2023 17:26,,CBCedit,FALSE
Kings County REMO #KingsREMO,"Wolfville, Nova Scotia","We are all responsible for Emergency Preparedness. By failing to prepare, you are preparing to fail -- Benjamin Franklin (Account is not monitored 24/7)",1/23/2015 20:45,827,18,794,FALSE,"2023-01-10 New Brunswick confirms 1st case of new COVID-19 Omicron subvariant XBB.1.5
https://t.co/vguZuZgHvB",1/10/2023 17:16,,Twitter Web App,FALSE
NRTA: AARP Educators,"Washington, D.C.",NRTA:  AARP's Retired Educator Community,1/21/2013 0:27,676,728,2034,FALSE,Public health experts are keeping a close eye on a new coronavirus strain known as XBB.1.5. The latest CDC data sho… https://t.co/ynBHeyjxGy,1/10/2023 16:52,,Hootsuite Inc.,FALSE
Hakim Djaballah 🇺🇦 🕊️,"New York, New York",Science Aficionado | Global Executive | Former CEO @PasteurKorea | Pragmatic about Future of Science | 🐕 Lover | Hoping for the World to Heal...,9/11/2009 12:04,741,135,6808,FALSE,Wise decision by South African health minister: No new lockdown or travel restrictions after Omicron subvariant XBB… https://t.co/AWGgTNew9i,1/10/2023 16:45,,Twitter Web App,FALSE
Marc Mendelson,University of Cape Town,"Professor and Head of Infectious Diseases & HIV Medicine, Groote Schuur Hospital, University of Cape. Views are my own. RTs aren't endorsements",10/7/2013 13:17,10913,506,3785,FALSE,"Who would be daft enough to think there would be in the first place? Talk about a non-event announcement 

No new l… https://t.co/vuczBPVeeS",1/10/2023 16:24,,Twitter for iPhone,FALSE
Amazulu fc 4-0 Iwisa Kaizer Chiefs ✌️✌️😛,"Boyne City, Moutainview ","I'm no politician, just the opposite. But i take exception when politicians openly start taking the people for a ride. Then it makes me see red.",5/21/2021 5:50,6095,4728,11339,FALSE,"COVID 19 UPDATE  | The new XBB. 1.5 subvariant 

No travel or internal restrictions will be imposed in SA 
Changes… https://t.co/dJmzEViyW3",1/10/2023 16:06,,Twitter for Android,FALSE
AHVAP,"Atlanta, GA",The Association of Healthcare Value Analysis Professionals provides Value Analysis Professionals information on evaluating healthcare effectiveness.,3/29/2015 22:43,344,422,905,FALSE,"Evusheld may not prevent COVID-19 in immunocompromised individuals exposed to the XBB.1.5 omicron subvariant, becau… https://t.co/BJUUOdgfpI",1/10/2023 16:01,,Hootsuite Inc.,FALSE
Connecticut Public,Connecticut,"We are WNPR + CPTV. Connecticut’s public media source for news, information and ideas. 🍽 Check out our new home (plate?) for food content: https://t.co/G43jF0o50X",3/6/2009 17:33,31636,2228,6279,TRUE,"The most recent data from the CDC show Hartford, Litchfield, Middlesex, New Haven, Tolland and Windham counties as… https://t.co/2q37TimKiY",1/10/2023 16:00,,SocialFlow,FALSE
Pharmacy Practice News,New York,"Pharmacy Practice News is the No. 1-rated independent monthly newspaper providing hard-hitting, timely content to 38,000 U.S.-based health-system pharmacists.",3/24/2011 15:47,6767,1097,1431,FALSE,"Concerns of #Evusheld lacking protection against omicron XBB.1.5. 
https://t.co/sv5ysAh4bM",1/10/2023 15:29,['Evusheld'],Hootsuite Inc.,FALSE
Hina Binti,Malaysia,"Ces't la vie 🍃
Perenang 🏊 ♀️ 
Penganalisis data digital/Pejuang Disinfo dalam kepelbagaian, teknologi, media & politik",1/25/2021 9:04,1212,772,1079,FALSE,"The ‘Kraken’ Covid-19 subvariant, also known as XBB.1.5, has not been detected in Malaysia, says Health DG Dr Noor… https://t.co/wR9YK4LJGE",1/10/2023 15:27,,Twitter Web App,FALSE
the10thman,"Johannesburg, South Africa","“Are you stabbing me, kings of the earth? You will come to an end through killing one another.”",11/22/2012 17:10,3074,3105,8425,FALSE,...There will be no new lockdown or travel restrictions in South Africa after University of Stellenbosch scientists… https://t.co/Hp5NTlfJu0,1/10/2023 14:21,,Twitter for Android,FALSE
News24,South Africa,South Africa's premier online news resource. Follow @TeamNews24 for all the action from our journalists 🇿🇦 SA's most trusted news source - Reuters Institute,5/8/2008 7:45,5231068,728,1232,TRUE,"South Africa has been advised to ramp up its Covid-19 testing after the first case of a new Omicron subvariant, XBB… https://t.co/JIumH1mMPu",1/10/2023 14:03,,Hootsuite Inc.,FALSE
KGUN 9 On Your Side,"Tucson, AZ","KGUN 9 is Southern Arizona's station for breaking news, weather and sports. We are On Your Side. Email news tips to news@kgun9.com or call 520-290-7726.",2/6/2009 0:26,69933,566,1887,TRUE,"In just one month, from the last week of November 2022 to the last week of December 2022, the subvariant rose from… https://t.co/u6AfL9jyIP",1/10/2023 14:02,,SocialNewsDesk,FALSE
Daily Maverick,South Africa,"The need to Defend Truth has never been greater. Support free, fair, fearless reporting. Become a Maverick Insider: https://t.co/ifFGQCBOOD",9/4/2009 17:58,553139,1907,192,TRUE,There will be no new lockdown or travel restrictions in South Africa after University of Stellenbosch scientists fo… https://t.co/tsOpJktBhW,1/10/2023 13:51,,Echobox,FALSE
SA Breaking News,South Africa,All the latest breaking news from across South Africa in one stream. info@sabreakingnews.co.za,4/24/2009 12:09,940794,3314,3248,FALSE,"https://t.co/9pa0sTrnUH | SA told to increase Covid-19 testing, but no need for restrictions after new subvariant f… https://t.co/Fkhzx0PTTl",1/10/2023 13:42,,dlvr.it,FALSE
Coronavirus Outbreak,,"#monkeypox #Coronavirus #omicron  #COVID19  #Quaratine  
order advertising https://t.co/USNZV3cz7f…
RSS. https://t.co/RLiMBdWtQI",1/29/2018 20:38,16087,15627,8332,FALSE,"With the arrival of the highly contagious XBB.1.5 Omicron subvariant in Canada, some scientists say governments mus… https://t.co/DSvl0wdtJP",1/10/2023 11:59,,TweetDeck,FALSE
topmedicalmagazine,Philippines,Live. Healthy. Today,11/10/2022 8:09,0,1,0,FALSE,"Here's what experts know so far about the XBB.1.5 subvariant, a new version of the Omicron variant, which is curren… https://t.co/tYjRL4WMeu",1/10/2023 10:04,,Heropost,FALSE
BFM News,Kuala Lumpur,"News on BFM 89.9 📻 | Listen to LIVE Coverage On-Air from 6.30am to 8pm, Monday-Friday. 🎙🎧 | Streaming, Podcasts & Videos in the link below ▶⏯ 🗨",5/11/2011 7:33,156598,333,540,FALSE,"1. The ‘Kraken’ Covid-19 subvariant, also known as XBB.1.5, has not been detected in Malaysia, says Health DG Dr No… https://t.co/GRtgIC57Uq",1/10/2023 10:00,,Twitter for Android,FALSE
The Jamaican Rabbit Strikes Back,somewhere in the Astral Plane.,The triumphal return of the Jamaican Rabbit with new Superpowers!! I can now fold space and travel without moving!,9/28/2019 2:41,7642,485,1,FALSE,New COVID-19 subvariant Kraken detected in NZ for first time _ Newshub #COVID19 #coronavirus #CoronavirusOutbreak… https://t.co/9XFnTnfcfu,1/10/2023 9:47,"['COVID19', 'coronavirus', 'CoronavirusOutbreak']",Twitter for Android,FALSE
WPMT FOX43,"York, PA",#ExpectMore from @FOX43 News | @FOX43Weather @FOX43Sports | 📧 news@fox43.com | 📲 717-843-0043 | Facebook: https://t.co/MVxKxbeQcd,10/19/2007 15:44,83650,1184,61675,TRUE,A COVID-19 subvariant is surging across the U.S. Omicron subvariant XBB 1.5 now makes up 28% of all COVID cases in… https://t.co/SwZLP6x7Ne,1/10/2023 9:32,,SocialNewsDesk,FALSE
The Conversation Africa,"Johannesburg, South Africa",The world's leading publisher of research-based news and analysis. A unique collaboration between academics and journalists. Free to read and republish.,12/16/2014 23:27,38677,1391,3203,TRUE,South Africa's coronavirus command council is set to meet today following the detection of a new subvariant of Covi… https://t.co/SKl5Kj0fid,1/10/2023 9:31,,Echobox,FALSE
Rick Crawford,Manchester,Mathematician. Of sorts.,4/13/2010 20:29,367,489,43955,FALSE,"@TRyanGregory Ha.  Now this is a different joke.
They have *changed the headline* to

""XBB.1.5 is the latest COVID-… https://t.co/sFIR4IjFz9",1/10/2023 9:29,,Twitter Web App,FALSE
pdjmoo,USA and Global,"🌿 ONE PLANET, ONE HUMANITY, ONE #ENVIRONMENT 🌿    Without Nature We Do Not Exist 🌿 Her Health, IS Our Health 🌿 #Climate #Biodiversity #Ecosystems #Nature",3/9/2009 19:21,5520,4268,65168,FALSE,"@tmprowell @NNUS 1/06/23
🛑 A new #COVID19 variant #XBB.1.5. —FIRST EMERGED IN NEW YORK IN OCTOBER 2022–detected in… https://t.co/ZWuS7BpYx7",1/10/2023 8:44,"['COVID19', 'XBB']",Twitter for iPhone,FALSE
Akhbar Al Yawm,Dekwaneh,"Founded in 1979 AKHBAR ALYAWM is a dedicated lebanese news agency that covers news, politics, economics and sports in an objective and independent approach.",6/18/2011 8:00,5721,1853,123,FALSE,XBB.1.5 Is Now the Top COVID-19 Subvariant in the U.S.  #AkhbarAlYawm  #أخبار_اليوم  https://t.co/7E6EaBm5nL,1/10/2023 8:18,"['AkhbarAlYawm', 'أخبار_اليوم']",Akhbaralyawm.com Post,FALSE
Moon Yae,"Nanjing, China","A mom of two, a travel blogger.",11/10/2020 5:44,4,16,0,FALSE,Chinese foreign ministry spokesperson Wang Wenbin on Monday said the United States should share domestic COVID-19 i… https://t.co/vDXHQwMtpt,1/10/2023 7:17,,Twitter Web App,FALSE
Big Red Ruckus,,"Follower, and occasional participant, of many things at Cornell University",4/15/2018 14:14,1863,1709,76454,FALSE,@RecoveryAuthor1 @MdAntonieta @AngelBe17633192 @paulmcclintock @RetirementMedia @CollettPSmall @RetiremntWisdom… https://t.co/lmj1jWGznk,1/10/2023 6:21,,Twitter Web App,FALSE
FOX 13 Tampa Bay,"Tampa, FL","Bringing you the important stuff, like breaking news & weather alerts. But also plenty of fun stories, like sports updates and all those #WeLiveHere tales.",8/6/2008 15:12,376564,4621,3234,TRUE,"A new COVID-19 omicron subvariant, known as XBB.1.5, is spreading rapidly across the United States.  https://t.co/4XCGy3nItI",1/10/2023 5:00,,True Anthem,FALSE
Lucy,,"No DMs  please I won't respond
Do not add my name to any LIST",2/7/2019 20:33,886,1479,91477,FALSE,"@DonSoloway @Ronnie27601728 @0121UTV1874 The XBB.1.5 subvariant now makes up around 28% of US COVID-19 cases, accor… https://t.co/uvOlMI8YcJ",1/10/2023 4:43,,Twitter for Android,FALSE
BOOM Live,"Mumbai, India","IFCN certified fact-driven journalism. India's first independent online resource to fight misinformation, explain issues and keep the internet safe",3/16/2014 3:52,74373,1185,1818,TRUE,US Centers for Disease Control and Prevention said over 27% of Covid-19 cases in the United States were now caused… https://t.co/SCJo5NfyDd,1/10/2023 4:38,,Echobox,FALSE
Regina Phelps 🇺🇦,"San Francisco, CA","Crisis Management, Exercise Design & Pandemic Planning Expert & Thought Leader, Author, Speaker, Consultant  Respect Science, Respect Nature, Respect Each Other",4/22/2007 12:21,1229,1052,4266,FALSE,"#covid19 The XBB.1.5 subvariant now makes up around 28% of US COVID-19 cases, according to #CDC &amp; its prevalence is… https://t.co/wFLmuG2yxV",1/10/2023 3:25,"['covid19', 'CDC']",LinkedIn,FALSE
The Jamaican Rabbit Strikes Back,somewhere in the Astral Plane.,The triumphal return of the Jamaican Rabbit with new Superpowers!! I can now fold space and travel without moving!,9/28/2019 2:41,7642,485,1,FALSE,New COVID-19 subvariant Kraken detected in NZ for first time _ Newshub #COVID19 #coronavirus #CoronavirusOutbreak… https://t.co/YCPcK9bI0h,1/10/2023 2:46,"['COVID19', 'coronavirus', 'CoronavirusOutbreak']",Twitter for Android,FALSE
T. Ryan Gregory,"Ontario, Canada","Professor of evolutionary biology. I, for one, do not welcome our new viral overlords. He/him.",6/3/2010 0:32,74479,4073,31717,FALSE,"I agree with @SiouxsieW. Masks (N95 worn properly), ventilation, air filtration, and reducing higher risk contact a… https://t.co/VAx8pV96xl",1/10/2023 1:49,,Twitter for Android,FALSE
